Year,County,Hospital,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2018,San Joaquin,Adventist Health Lodi Memorial,3,3,65.5,As Expected,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,5,195,3.8,As Expected,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,17,503,2.8,As Expected,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,0,96,0,As Expected,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,9,227,4.2,As Expected,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,3,51,5.1,As Expected,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,3,160,5.4,As Expected,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,0,4,0,As Expected,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,3,156,3.1,As Expected,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,2,234,1.1,As Expected,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,17,458,4.2,As Expected,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,0,91,0,As Expected,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2019,San Joaquin,Adventist Health Lodi Memorial,6,180,3.7,As Expected,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,5,34,9.3,As Expected,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,6,141,7.5,As Expected,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,2,7,23,As Expected,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,4,134,3.8,As Expected,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,4,175,2.8,As Expected,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,8,280,2.8,As Expected,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,1,72,1.2,As Expected,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2020,San Joaquin,Adventist Health Lodi Memorial,13,293,5,As Expected,-121.285,38.12146
2016,San Joaquin,San Joaquin General Hospital,1,26,3.2,As Expected,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,4,108,6.6,As Expected,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,2,22,11.9,As Expected,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,2,86,5,As Expected,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,0,5,0,As Expected,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,4,118,4.9,As Expected,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,3,335,1.2,As Expected,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,0,32,0,As Expected,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2016,San Joaquin,San Joaquin General Hospital,0,59,0,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,4,27,9.5,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,8,105,8.5,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,5,25,19.9,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,2,79,3.2,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,0,3,0,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,1,129,0.9,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,8,341,1.8,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,1,50,3.2,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,1,4,4.4,As Expected,-121.289,37.88594
2017,San Joaquin,San Joaquin General Hospital,1,64,1,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,4,26,10.1,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,11,148,6.1,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,10,53,19.7,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,1,91,1.3,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,0,4,0,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,0,5,0,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,8,161,3.3,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,6,321,2,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,4,106,4,As Expected,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2018,San Joaquin,San Joaquin General Hospital,2,75,2.7,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,1,37,2.4,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,12,156,8,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,7,43,16.8,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,5,112,5.3,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,0,11,0,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,2,153,1,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,1,327,0.5,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,1,95,1.2,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,0,8,0,As Expected,-121.289,37.88594
2019,San Joaquin,San Joaquin General Hospital,3,119,3.7,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,0,3,0,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,2,31,5.6,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,19,157,10.8,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,15,43,28.7,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,3,111,3.3,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,1,3,97.1,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,0,4,0,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,5,120,3,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,4,300,2.2,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,1,113,1.1,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,,,,,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,1,10,,As Expected,-121.289,37.88594
2020,San Joaquin,San Joaquin General Hospital,19,282,11.6,Worse,-121.289,37.88594
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,11,211,3.48,As Expected,-121.29,37.97
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,44,756,7.6,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,38,400,10.1,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,27,94,24.3,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,11,298,6.1,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,8,0,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,45,0,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,15,410,3.9,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,21,687,3.3,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,3,115,2.1,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,15,515,3.2,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,9,0,As Expected,-121.289,37.97075
2016,San Joaquin,Saint Joseph’s Medical Center of Stockton,13,223,4.4,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,4,206,1.21,As Expected,-121.29,37.97
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,29,751,4.7,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,26,358,9.8,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,7,19,26.2,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,17,336,5.1,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,2,3,30.6,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,60,0,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,7,349,2.1,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,21,786,2.6,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,1,122,0.6,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,22,557,3.8,As Expected,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,,,,,-121.289,37.97075
2017,San Joaquin,Saint Joseph’s Medical Center of Stockton,6,246,2.4,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,4,230,1.01,As Expected,-121.29,37.97
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,55,904,6.2,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,24,382,7.4,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,8,20,23.1,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,15,359,3.6,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,1,3,14.3,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,57,0,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,12,463,2,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,26,996,1.9,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,1,86,1.2,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,31,595,5,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,7,0,As Expected,-121.289,37.97075
2018,San Joaquin,Saint Joseph’s Medical Center of Stockton,8,247,2.6,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,7,250,1.510282,As Expected,-121.29,37.97
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,29,0,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,,,,,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,43,943,4.6,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,23,411,5,Better,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,8,26,16.5,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,14,383,2.3,Better,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,,,,,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,46,0,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,15,484,2.8,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,19,1161,1.4,Better,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,2,83,2,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,21,632,3.1,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,5,0,As Expected,-121.289,37.97075
2019,San Joaquin,Saint Joseph’s Medical Center of Stockton,7,183,3.5,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,7,197,2.359962,As Expected,-121.29,37.97
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,20,0,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,,,,,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,37,693,5.2,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,18,326,6.3,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,10,23,19.3,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,7,302,2.5,Better,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,,,,,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,1,45,8.7,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,11,421,1.9,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,14,911,1.4,Better,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,67,0,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,23,517,4.6,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,0,5,0,As Expected,-121.289,37.97075
2020,San Joaquin,Saint Joseph’s Medical Center of Stockton,18,626,2.5,Better,-121.289,37.97075
2016,San Joaquin,Sutter Tracy Community Hospital,3,17,12,As Expected,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,0,58,0,As Expected,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,0,57,0,As Expected,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,0,98,0,As Expected,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,2,135,1.2,As Expected,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,0,34,0,As Expected,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2016,San Joaquin,Sutter Tracy Community Hospital,1,107,1,As Expected,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,2,22,6.2,As Expected,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,1,67,2.8,As Expected,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,1,66,1.9,As Expected,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,0,103,0,As Expected,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,4,124,2.2,As Expected,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,0,39,0,As Expected,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2017,San Joaquin,Sutter Tracy Community Hospital,0,92,0,As Expected,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,1,21,2.7,As Expected,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,2,64,4.8,As Expected,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,1,62,1.4,As Expected,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,2,86,2.2,As Expected,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,5,156,2.1,As Expected,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,0,26,0,As Expected,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
2018,San Joaquin,Sutter Tracy Community Hospital,1,116,0.7,As Expected,-121.434,37.74366
2019,San Joaquin,Sutter Tracy Community Hospital,,,,,-121.434,37.74366
